,0
0,1646076.0
1,10276161.0
2,2369444.0
3,10119916.0
4,2597151.0
5,3158085.0
6,2966602.0
7,12704069.0
8,3046503.0
9,2355126.0
10,3157405.0
11,8752697.0
12,3281684.0
13,3561724.0
14,3414508.0
15,3498479.0
16,3886356.0
17,5966099.0
18,3925724.0
19,5956787.0
20,3931398.0
21,3793760.0
22,3944626.0
23,16195633.0
24,3945136.0
25,13948718.0
26,3945225.0
27,3793681.0
28,3945232.0
29,11637003.0
30,3945246.0
31,19271710.0
32,3945394.0
33,3729504.0
34,3945756.0
35,8566140.0
36,3946166.0
37,3620633.0
38,3979181.0
39,5794678.0
40,4188290.0
41,5010581.0
42,4381377.0
43,10673895.0
44,4401350.0
45,4598363.0
46,4409374.0
47,4234559.0
48,4414163.0
49,4414184.0
50,4453485.0
51,15202263.0
52,4506509.0
53,2357110.0
54,4523584.0
55,2659386.0
56,4523803.0
57,13793212.0
58,5169587.0
59,4228119.0
60,5186443.0
61,4346154.0
62,5395823.0
63,11524047.0
64,6445994.0
65,3436420.0
66,6591182.0
67,6597872.0
68,6978585.0
69,5869204.0
70,7026287.0
71,7980369.0
72,7053966.0
73,4214582.0
74,7055857.0
75,4241237.0
76,7056904.0
77,17176927.0
78,7057894.0
79,6611894.0
80,7130033.0
81,5996485.0
82,7338309.0
83,17352470.0
84,7557604.0
85,3276003.0
86,7700444.0
87,16910799.0
88,7901791.0
89,2506050.0
90,7983899.0
91,7616956.0
92,8118947.0
93,14077615.0
94,8357933.0
95,13764822.0
96,8864785.0
97,4617479.0
98,9006142.0
99,5783868.0
100,9015745.0
101,9583435.0
102,9051960.0
103,17813006.0
104,9057998.0
105,14214039.0
106,9062992.0
107,8792477.0
108,9064208.0
109,5934511.0
110,9083312.0
111,14077179.0
112,9109799.0
113,9074101.0
114,9141404.0
115,16691937.0
116,9235545.0
117,17435815.0
118,9408003.0
119,6061068.0
120,9409359.0
121,3913620.0
122,9423829.0
123,9057043.0
124,9424902.0
125,3027876.0
126,9428865.0
127,13674287.0
128,9503414.0
129,13950464.0
130,9503428.0
131,10343101.0
132,9524538.0
133,11946903.0
134,9527522.0
135,14083681.0
136,9870483.0
137,14328512.0
138,10202724.0
139,5480553.0
140,10281116.0
141,10351681.0
142,10323628.0
143,8370111.0
144,10329208.0
145,13535380.0
146,10459723.0
147,2852273.0
148,10568310.0
149,2667980.0
150,10583715.0
151,11306294.0
152,10596949.0
153,13411445.0
154,10609443.0
155,6114695.0
156,10682660.0
157,16856539.0
158,10702736.0
159,14206030.0
160,10728318.0
161,3598000.0
162,10760217.0
163,2669331.0
164,10792617.0
165,11278919.0
166,10809383.0
167,5321459.0
168,10872426.0
169,8572353.0
170,11013351.0
171,11909406.0
172,11017761.0
173,16178283.0
174,11329998.0
175,13365464.0
176,11409587.0
177,17019327.0
178,11600886.0
179,7980189.0
180,11625573.0
181,18545747.0
182,11639192.0
183,10059655.0
184,12233237.0
185,11528017.0
186,12262910.0
187,5738449.0
188,12293334.0
189,13405613.0
190,12299647.0
191,11624548.0
192,12364717.0
193,11356523.0
194,12398622.0
195,4103336.0
196,12424940.0
197,5971400.0
198,12475432.0
199,3890028.0
200,12478620.0
201,16318521.0
202,12479019.0
203,5560620.0
204,12551020.0
205,14756061.0
206,12634154.0
207,2283495.0
208,12789813.0
209,16405545.0
210,12868041.0
211,16339645.0
212,12869029.0
213,13953356.0
214,12871993.0
215,4884579.0
216,13854190.0
217,5476653.0
218,13988443.0
219,8539175.0
220,14000746.0
221,16699958.0
222,14034311.0
223,5976168.0
224,14071449.0
225,13953546.0
226,14071613.0
227,4411542.0
228,14073503.0
229,5669107.0
230,14082322.0
231,7840791.0
232,14158399.0
233,17784367.0
234,14342744.0
235,15618614.0
236,14541927.0
237,4235139.0
238,14617508.0
239,14680483.0
240,14891367.0
241,5771934.0
242,15253921.0
243,4598109.0
244,15398730.0
245,6703240.0
246,15421363.0
247,3299214.0
248,15510288.0
249,6300434.0
250,15522152.0
251,15548844.0
252,15524629.0
253,8912726.0
254,15566333.0
255,15568333.0
256,15568134.0
257,5973097.0
258,15588620.0
259,7594047.0
260,15612283.0
261,15736398.0
262,15623649.0
263,20443457.0
264,15741865.0
265,6290724.0
266,15770140.0
267,12049797.0
268,15810983.0
269,6699205.0
270,16026677.0
271,14495367.0
272,16160495.0
273,8814922.0
274,16342197.0
275,12031406.0
276,16361363.0
277,13953184.0
278,16424131.0
279,13167025.0
280,16444548.0
281,7807684.0
282,16444552.0
283,17340931.0
284,16444754.0
285,9072560.0
286,16445338.0
287,16350988.0
288,16464284.0
289,8184598.0
290,16468935.0
291,10781924.0
292,16475849.0
293,16823703.0
294,16554856.0
295,18570360.0
296,16683943.0
297,7530253.0
298,16753901.0
299,12935696.0
300,16868923.0
301,17013073.0
302,16886842.0
303,10784285.0
304,16978882.0
305,14127447.0
306,17140424.0
307,9753530.0
308,17176767.0
309,17176781.0
310,17176911.0
311,4575178.0
312,17177005.0
313,8019816.0
314,17177103.0
315,17177115.0
316,17276867.0
317,6611100.0
318,17321919.0
319,4215611.0
320,17360296.0
321,14757992.0
322,17776982.0
323,6554358.0
324,17813457.0
325,17083341.0
326,18035864.0
327,4411688.0
328,18062678.0
329,7065182.0
330,18099401.0
331,5975584.0
332,18500988.0
333,14334367.0
334,18566361.0
335,16471422.0
336,19088042.0
337,8717042.0
338,19175973.0
339,4227831.0
340,19268007.0
341,13411394.0
342,14329745.0
343,19786464.0
