,0
0,2204467
1,2512602
2,2775707
3,2775943
4,7555968
5,7874184
6,7897051
7,7952981
8,8111135
9,8118929
10,8124177
11,8247641
12,8270683
13,8340950
14,8480418
15,8700125
16,8717219
17,9539868
18,9567051
19,9927082
20,9940382
21,16087799
22,17414715
