,0
0,1961182.0
1,9177218.0
2,2142817.0
3,15225589.0
4,2439150.0
5,11851588.0
6,2597151.0
7,3158085.0
8,2964760.0
9,10855798.0
10,2979486.0
11,9585145.0
12,2979675.0
13,7422253.0
14,2988292.0
15,19046339.0
16,3044500.0
17,6317793.0
18,3046503.0
19,2355126.0
20,3048606.0
21,3009700.0
22,3060480.0
23,17380080.0
24,3061422.0
25,3272218.0
26,3281684.0
27,3561724.0
28,3414508.0
29,3498479.0
30,3729496.0
31,3762317.0
32,3814651.0
33,15732471.0
34,3814701.0
35,9761454.0
36,3820148.0
37,2920554.0
38,3931398.0
39,3793760.0
40,3944626.0
41,16195633.0
42,3945225.0
43,3793681.0
44,3945246.0
45,19271710.0
46,3945756.0
47,8566140.0
48,3946166.0
49,3620633.0
50,3946432.0
51,2935173.0
52,3946569.0
53,8813113.0
54,4393026.0
55,5585799.0
56,4453485.0
57,15202263.0
58,4506509.0
59,2357110.0
60,4523584.0
61,2659386.0
62,4523803.0
63,13793212.0
64,4785242.0
65,2935198.0
66,5033480.0
67,5700090.0
68,5091874.0
69,9287906.0
70,5657004.0
71,5134110.0
72,5671303.0
73,8696919.0
74,5680013.0
75,17658978.0
76,5684940.0
77,7982324.0
78,5688091.0
79,5038920.0
80,5691934.0
81,3862443.0
82,5744058.0
83,4128002.0
84,5745110.0
85,4127926.0
86,5745929.0
87,16617920.0
88,5747036.0
89,20443544.0
90,5754346.0
91,3764792.0
92,5755261.0
93,2846555.0
94,5762666.0
95,17777259.0
96,5763407.0
97,10945111.0
98,5764924.0
99,10947427.0
100,5769582.0
101,9753418.0
102,5865628.0
103,10287315.0
104,5874480.0
105,17058350.0
106,6011278.0
107,9288827.0
108,6445994.0
109,3436420.0
110,6446394.0
111,5462159.0
112,6494382.0
113,2963280.0
114,6572414.0
115,13081886.0
116,6591182.0
117,6597872.0
118,6604203.0
119,2670619.0
120,6633635.0
121,9241349.0
122,6723364.0
123,10198121.0
124,6978585.0
125,5869204.0
126,7005184.0
127,7569260.0
128,7053966.0
129,4214582.0
130,7057894.0
131,6611894.0
132,7227010.0
133,16115575.0
134,7388340.0
135,15606239.0
136,7557604.0
137,3276003.0
138,8078096.0
139,4514494.0
140,8253620.0
141,18639459.0
142,8347613.0
143,8349553.0
144,8347720.0
145,18302610.0
146,8348277.0
147,18302665.0
148,8529400.0
149,7449767.0
150,8639662.0
151,13046354.0
152,8687096.0
153,9643439.0
154,8689674.0
155,8319311.0
156,8864785.0
157,4617479.0
158,8974428.0
159,9294475.0
160,9015745.0
161,9583435.0
162,9083312.0
163,14077179.0
164,9348984.0
165,2772093.0
166,9351843.0
167,17990556.0
168,9424902.0
169,3027876.0
170,9428865.0
171,13674287.0
172,9481869.0
173,14762026.0
174,9503414.0
175,13950464.0
176,9503428.0
177,10343101.0
178,9508724.0
179,17541953.0
180,9524538.0
181,11946903.0
182,9527333.0
183,13210358.0
184,9527522.0
185,14083681.0
186,9594273.0
187,16934932.0
188,9739780.0
189,3182103.0
190,9800031.0
191,17980698.0
192,9822593.0
193,15023987.0
194,10100020.0
195,1868538.0
196,10281116.0
197,10351681.0
198,10282065.0
199,5946241.0
200,10329208.0
201,13535380.0
202,10345590.0
203,15048530.0
204,10378182.0
205,16713231.0
206,10400440.0
207,18264509.0
208,10447988.0
209,16540741.0
210,10449035.0
211,17658948.0
212,10459723.0
213,2852273.0
214,10527147.0
215,7573476.0
216,10609443.0
217,6114695.0
218,10658673.0
219,13045287.0
220,10714526.0
221,2911847.0
222,10728318.0
223,3598000.0
224,10728323.0
225,2655798.0
226,10797407.0
227,14760757.0
228,10842047.0
229,14914182.0
230,10842099.0
231,10882750.0
232,10872426.0
233,8572353.0
234,21300466.0
235,18644088.0
236,10885466.0
237,12548756.0
238,10893103.0
239,9720614.0
240,10915553.0
241,11905911.0
242,10922020.0
243,17654638.0
244,10922928.0
245,3149791.0
246,11037238.0
247,7719118.0
248,11079069.0
249,12990900.0
250,11084320.0
251,8461082.0
252,11263687.0
253,6692908.0
254,11291653.0
255,8412625.0
256,11348509.0
257,3765735.0
258,11409587.0
259,17019327.0
260,11639192.0
261,10059655.0
262,11717001.0
263,10683313.0
264,11719626.0
265,20278329.0
266,11934261.0
267,15633329.0
268,12195879.0
269,20443598.0
270,12233237.0
271,11528017.0
272,12262910.0
273,5738449.0
274,12279909.0
275,8471817.0
276,12279941.0
277,17328632.0
278,12299621.0
279,8034919.0
280,12299647.0
281,11624548.0
282,12299704.0
283,10768709.0
284,12299805.0
285,7422595.0
286,12300089.0
287,10827212.0
288,12325227.0
289,9507904.0
290,12356747.0
291,19857573.0
292,12366224.0
293,19857577.0
294,12366640.0
295,17897298.0
296,12367135.0
297,16666673.0
298,12367568.0
299,12884490.0
300,12390459.0
301,19989037.0
302,12398622.0
303,4103336.0
304,12424940.0
305,5971400.0
306,12634154.0
307,2283495.0
308,12654063.0
309,10986253.0
310,12923749.0
311,2878185.0
312,13199414.0
313,11234536.0
314,13714311.0
315,8710444.0
316,13749806.0
317,14034206.0
318,14000746.0
319,16699958.0
320,14071613.0
321,4411542.0
322,14162492.0
323,2854715.0
324,14319498.0
325,17942676.0
326,14338439.0
327,8805777.0
328,14434314.0
329,13369670.0
330,14451162.0
331,17278502.0
332,14519756.0
333,7467027.0
334,14579509.0
335,13835439.0
336,14726069.0
337,16852421.0
338,14782250.0
339,3235409.0
340,14797760.0
341,15679639.0
342,14995061.0
343,16629886.0
344,15063529.0
345,3166836.0
346,15096548.0
347,13841523.0
348,15253921.0
349,4598109.0
350,15365184.0
351,5512988.0
352,15510288.0
353,6300434.0
354,15514582.0
355,8826198.0
356,15517247.0
357,16335254.0
358,15519213.0
359,5791548.0
360,15539984.0
361,8271875.0
362,15541971.0
363,5734134.0
364,15568134.0
365,5973097.0
366,15576292.0
367,17384874.0
368,15577444.0
369,5656152.0
370,15586914.0
371,16176721.0
372,15586949.0
373,3180681.0
374,15587533.0
375,11029851.0
376,15588711.0
377,10945795.0
378,15592096.0
379,16240569.0
380,15594113.0
381,15590555.0
382,15608953.0
383,10627239.0
384,15639216.0
385,15639331.0
386,15676016.0
387,3058132.0
388,15686444.0
389,15638932.0
390,15766806.0
391,13863331.0
392,15897280.0
393,2669844.0
394,15985265.0
395,17827115.0
396,16014607.0
397,3122533.0
398,16059078.0
399,4130960.0
400,16089743.0
401,10340880.0
402,16095576.0
403,20370716.0
404,16160495.0
405,8814922.0
406,16345627.0
407,16671014.0
408,16366055.0
409,17654645.0
410,16385470.0
411,18098174.0
412,16422727.0
413,20443362.0
414,16464284.0
415,8184598.0
416,16468935.0
417,10781924.0
418,16472086.0
419,16433177.0
420,16485518.0
421,2885630.0
422,16490014.0
423,9161929.0
424,16544712.0
425,5730322.0
426,16562142.0
427,15894178.0
428,16594752.0
429,9530532.0
430,16630479.0
431,17012001.0
432,16636860.0
433,11623145.0
434,16686371.0
435,15431795.0
436,16742642.0
437,8546775.0
438,16799809.0
439,16369928.0
440,16848497.0
441,9798791.0
442,16848587.0
443,14753815.0
444,16851791.0
445,16340461.0
446,16931001.0
447,8709865.0
448,16950321.0
449,4127911.0
450,17038587.0
451,8065771.0
452,17047087.0
453,7431625.0
454,17105977.0
455,8970595.0
456,17108278.0
457,9051500.0
458,17165286.0
459,13046847.0
460,17165621.0
461,9422291.0
462,17170215.0
463,10660512.0
464,17176767.0
465,17176781.0
466,17223643.0
467,3251140.0
468,17223685.0
469,8880781.0
470,17295912.0
471,16353832.0
472,17315288.0
473,5326407.0
474,17321919.0
475,4215611.0
476,17354392.0
477,15636958.0
478,17359111.0
479,16316973.0
480,17360010.0
481,15638906.0
482,17360022.0
483,9565674.0
484,17360038.0
485,17378483.0
486,17360042.0
487,9856062.0
488,17360070.0
489,15656223.0
490,17360254.0
491,4393350.0
492,17423412.0
493,13038489.0
494,17430685.0
495,20106468.0
496,17473163.0
497,16571210.0
498,17696578.0
499,16260741.0
500,17728922.0
501,9234420.0
502,17729020.0
503,15684934.0
504,17729088.0
505,9637388.0
506,17729110.0
507,16399845.0
508,17729161.0
509,8313802.0
510,17729167.0
511,17324637.0
512,17729195.0
513,5545085.0
514,17729410.0
515,1141813.0
516,17729973.0
517,10870424.0
518,17732031.0
519,11081239.0
520,17732076.0
521,17378475.0
522,17732085.0
523,8698941.0
524,17732270.0
525,6125806.0
526,17769815.0
527,16690648.0
528,17804729.0
529,11050498.0
530,17927604.0
531,11605567.0
532,18035063.0
533,17937986.0
534,18058644.0
535,8939384.0
536,18099401.0
537,5975584.0
538,18111410.0
539,4876839.0
540,18149325.0
541,14757050.0
542,18501001.0
543,1805669.0
544,18527962.0
545,19508873.0
546,18566501.0
547,15588389.0
548,19051762.0
549,17913032.0
550,19395500.0
551,8559525.0
552,19919566.0
553,1137946.0
554,19929273.0
555,20479959.0
556,20151537.0
557,12474815.0
558,20343986.0
559,2881070.0
560,20730780.0
561,9202326.0
562,16096934.0
563,13049485.0
564,20981306.0
565,10663559.0
566,19102929.0
567,15668869.0
568,21220994.0
569,8229118.0
570,11003696.0
571,10877689.0
572,15005403.0
573,15894278.0
574,11055480.0
575,18248435.0
576,16059134.0
577,10725068.0
578,12273754.0
579,17654624.0
580,16501652.0
581,3167039.0
