,0
0,2142817.0
1,15225589.0
2,2369444.0
3,10119916.0
4,2379544.0
5,10681487.0
6,2438653.0
7,15632120.0
8,2439067.0
9,3814853.0
10,2439150.0
11,11851588.0
12,2966602.0
13,12704069.0
14,2979486.0
15,9585145.0
16,3061422.0
17,3272218.0
18,3157405.0
19,8752697.0
20,3158123.0
21,17415439.0
22,3814651.0
23,15732471.0
24,3814701.0
25,9761454.0
26,3819859.0
27,4127944.0
28,3820148.0
29,2920554.0
30,3928522.0
31,16434842.0
32,3928652.0
33,12704360.0
34,3946432.0
35,2935173.0
36,3946569.0
37,8813113.0
38,4379603.0
39,8307514.0
40,4391317.0
41,11826171.0
42,4398543.0
43,17380092.0
44,4422289.0
45,11605861.0
46,4607160.0
47,9287199.0
48,4635057.0
49,7971031.0
50,4636432.0
51,9808146.0
52,4680995.0
53,17806341.0
54,4780707.0
55,15683275.0
56,4785242.0
57,2935198.0
58,5033480.0
59,5700090.0
60,5091874.0
61,9287906.0
62,5118060.0
63,15605987.0
64,5453333.0
65,13803032.0
66,5474852.0
67,17591442.0
68,5484314.0
69,12746220.0
70,5679304.0
71,8689148.0
72,5744058.0
73,4128002.0
74,5760480.0
75,4127096.0
76,5874480.0
77,17058350.0
78,5963873.0
79,4101621.0
80,6494382.0
81,2963280.0
82,7335439.0
83,5500958.0
84,8167696.0
85,7429933.0
86,8253620.0
87,18639459.0
88,8347613.0
89,8349553.0
90,8423405.0
91,11137808.0
92,8639662.0
93,13046354.0
94,8689674.0
95,8319311.0
96,8755914.0
97,8741619.0
98,8765298.0
99,10682411.0
100,8974428.0
101,9294475.0
102,8993049.0
103,17867309.0
104,9207332.0
105,8305958.0
106,9237370.0
107,3726990.0
108,9372642.0
109,9842000.0
110,9436520.0
111,20536322.0
112,9792178.0
113,2920061.0
114,9800031.0
115,17980698.0
116,9971209.0
117,8812078.0
118,10018260.0
119,17379372.0
120,10378182.0
121,16713231.0
122,10382686.0
123,16100103.0
124,10540188.0
125,8932110.0
126,10612094.0
127,12122924.0
128,10710503.0
129,18142558.0
130,10797407.0
131,14760757.0
132,10955244.0
133,11248536.0
134,10958210.0
135,17671375.0
136,11003707.0
137,17525174.0
138,11013351.0
139,11909406.0
140,11051740.0
141,7421507.0
142,11123016.0
143,4152020.0
144,11135340.0
145,11645541.0
146,11348509.0
147,3765735.0
148,11687072.0
149,18425189.0
150,11725803.0
151,8066542.0
152,11782821.0
153,3913613.0
154,11934261.0
155,15633329.0
156,12279909.0
157,8471817.0
158,12281339.0
159,9585013.0
160,12293334.0
161,13405613.0
162,12299621.0
163,8034919.0
164,12299704.0
165,10768709.0
166,12300089.0
167,10827212.0
168,12356747.0
169,19857573.0
170,12387154.0
171,8723267.0
172,12509506.0
173,16841026.0
174,12667895.0
175,17425996.0
176,12745771.0
177,2914206.0
178,12782494.0
179,15585114.0
180,12840470.0
181,10495502.0
182,13197236.0
183,8075484.0
184,13199414.0
185,11234536.0
186,13395814.0
187,17756162.0
188,13422280.0
189,7589765.0
190,13852833.0
191,9457719.0
192,13966828.0
193,3707204.0
194,14319498.0
195,17942676.0
196,14333371.0
197,2932028.0
198,14333495.0
199,13858797.0
200,14450919.0
201,18220289.0
202,14461238.0
203,18292832.0
204,14514597.0
205,13986477.0
206,14782250.0
207,3235409.0
208,14818307.0
209,3932136.0
210,15023806.0
211,9845997.0
212,15343835.0
213,4114133.0
214,15517247.0
215,16335254.0
216,15541971.0
217,5734134.0
218,15566333.0
219,15568333.0
220,15568134.0
221,5973097.0
222,15576292.0
223,17384874.0
224,15590793.0
225,17378548.0
226,15608953.0
227,10627239.0
228,15632282.0
229,16884085.0
230,15639216.0
231,15639331.0
232,15686444.0
233,15638932.0
234,15741865.0
235,6290724.0
236,15766806.0
237,13863331.0
238,15825892.0
239,3765728.0
240,16045758.0
241,10684539.0
242,16089738.0
243,9641919.0
244,16089743.0
245,10340880.0
246,16095576.0
247,20370716.0
248,16100461.0
249,8711574.0
250,16141217.0
251,13722516.0
252,16409132.0
253,17896997.0
254,16442113.0
255,3814175.0
256,16444758.0
257,17762417.0
258,16474159.0
259,9291437.0
260,16492104.0
261,10617840.0
262,16494105.0
263,4108720.0
264,16544485.0
265,17937123.0
266,16630479.0
267,17012001.0
268,16636860.0
269,11623145.0
270,16637377.0
271,7962986.0
272,16742642.0
273,8546775.0
274,16799809.0
275,16369928.0
276,16799939.0
277,15676571.0
278,16838915.0
279,8544824.0
280,16848475.0
281,17980792.0
282,16848497.0
283,9798791.0
284,17038587.0
285,8065771.0
286,17150791.0
287,8712361.0
288,17165286.0
289,13046847.0
290,17244655.0
291,17360593.0
292,17295912.0
293,16353832.0
294,17315288.0
295,5326407.0
296,17354392.0
297,15636958.0
298,17360010.0
299,15638906.0
300,17420035.0
301,8705088.0
302,17423412.0
303,13038489.0
304,17513284.0
305,17361566.0
306,17641913.0
307,13429045.0
308,17696578.0
309,16260741.0
310,17729110.0
311,16399845.0
312,17729973.0
313,10870424.0
314,17776906.0
315,4101295.0
316,17844900.0
317,18598859.0
318,17927604.0
319,11605567.0
320,17962513.0
321,8842220.0
322,19045334.0
323,9585036.0
324,19051762.0
325,17913032.0
326,11029359.0
327,3232277.0
328,16096934.0
329,13049485.0
330,17732737.0
331,2663649.0
332,11197975.0
333,7692008.0
334,3882998.0
335,11261332.0
336,11003696.0
337,10877689.0
338,11055480.0
339,18248435.0
