skeleton,n_treenodes_left,n_inputs_left,n_outputs_left,n_treenodes_right,n_inputs_right,n_outputs_right
16393165,0,0,0,699,23,4
16399845,845,17,42,4811,250,26
16405545,0,0,0,4779,336,13
16409132,2259,75,60,0,0,0
16415910,2584,268,79,0,0,0
16422727,1981,82,28,0,0,0
16422744,1489,82,54,0,0,0
16424131,437,12,0,0,0,0
16427492,1680,175,57,0,0,0
16428373,2389,59,48,0,0,0
16431065,1379,28,31,0,0,0
16433177,1047,25,24,4256,170,52
16433696,3466,183,50,0,0,0
16434560,1529,38,18,504,9,12
16434824,1247,30,31,0,0,0
16434842,1129,0,0,2143,135,2
16435325,1444,21,49,0,0,0
16435406,1087,23,5,0,0,0
16435686,1385,48,61,0,0,0
16435965,3256,199,201,0,0,0
17359101,48,2,0,0,0,0
17359111,61,0,0,0,0,0
17359133,244,10,0,0,0,0
17359501,1136,53,0,0,0,0
17360010,1597,70,28,487,19,17
17360014,1294,31,35,0,0,0
17360022,1164,58,27,0,0,0
17360026,282,2,0,16,0,0
17360030,598,27,1,355,9,15
17360034,359,13,8,0,0,0
17360038,2532,208,45,325,5,18
17360042,672,30,1,566,7,5
17360070,1447,60,20,732,14,30
17360076,825,18,15,346,9,18
17360225,166,4,9,732,49,5
17360254,1329,59,16,1250,45,37
17360262,1409,110,44,202,10,4
17360266,771,55,0,462,11,40
17360282,2505,204,29,392,20,29
17360286,790,43,4,498,3,22
17360296,1806,213,1,724,43,44
17360404,1653,63,37,0,0,0
17360593,0,0,0,2196,61,35
17361566,0,0,0,1683,103,26
17361570,0,0,0,280,9,4
17361757,3918,275,73,0,0,0
17362538,0,0,0,1409,43,22
17370898,0,0,0,271,0,0
17371133,0,0,0,187,0,0
17371213,0,0,0,164,0,0
17371245,0,0,0,105,0,0
17371295,0,0,0,229,0,0
17371351,0,0,0,313,0,0
17371530,0,0,0,240,0,0
17371651,0,0,0,254,0,0
17371662,0,0,0,291,0,0
17372181,0,0,0,311,0,0
17372894,0,0,0,150,0,0
17373283,2472,197,1,0,0,0
17377722,0,0,0,186,0,0
17377891,0,0,0,231,0,0
17378455,0,0,0,431,13,11
17378469,0,0,0,217,0,1
17378475,0,0,0,610,31,10
17378483,418,20,27,2464,169,34
17378530,0,0,0,139,0,0
17378548,0,0,0,1284,37,18
17378636,0,0,0,138,0,0
17378648,0,0,0,1983,151,25
17378746,0,0,0,84,0,0
16952671,963,28,0,0,0,0
16952691,1379,110,1,0,0,0
16959698,1334,58,33,0,0,0
16961482,1561,54,9,910,18,25
16977881,3698,222,193,0,0,0
16978882,2883,272,37,816,52,34
16985194,2029,53,25,256,5,18
16987409,669,18,26,3072,190,25
16992171,1086,104,0,650,11,52
17000062,719,56,20,0,0,0
17012001,200,8,16,1646,83,9
17013073,949,42,47,4178,331,15
17013169,0,0,0,3911,182,61
17016974,6003,854,23,1261,73,73
17019327,1639,75,72,2279,183,1
17022668,2310,159,2,497,5,22
17022787,0,0,0,592,0,0
17025508,0,0,0,1031,25,3
17036132,2308,73,55,346,0,0
17036160,2278,70,47,385,0,0
17038587,4609,298,53,947,34,39
17047087,2640,210,54,0,0,0
17048093,192,0,0,0,0,0
17048338,102,1,0,0,0,0
17053270,2017,242,1,0,0,0
17058350,0,0,0,3027,184,59
17062823,1270,77,11,0,0,0
17067625,1018,20,20,0,0,0
17075832,456,31,0,0,0,0
17083341,944,57,46,2118,117,1
17086412,1317,50,23,0,0,0
17087885,1701,94,1,110,0,1
17102002,682,31,0,167,1,0
17102148,318,0,0,0,0,0
17102418,376,0,0,0,0,0
17102547,353,1,0,0,0,0
17102618,303,0,0,0,0,0
17102687,390,0,0,0,0,0
17102750,269,0,0,0,0,0
17102765,450,0,0,0,0,0
17102874,341,0,0,0,0,0
17102940,297,0,0,0,0,0
17102996,229,0,0,0,0,0
17105218,1156,57,0,848,13,25
17105842,1429,24,18,0,0,0
17105977,2061,62,27,0,0,0
17107661,0,0,0,3793,110,72
17108278,1815,151,52,0,0,0
17109286,909,37,0,1077,25,34
17110007,1842,195,1,1358,76,65
16515871,0,0,0,4098,360,45
16520950,0,0,0,2389,164,0
16540741,866,24,49,1225,52,0
16541149,1484,68,37,0,0,0
16544462,3633,133,61,0,0,0
16544485,2953,116,55,0,0,0
16544689,530,0,0,0,0,0
16544695,432,0,0,0,0,0
16544705,391,0,0,0,0,0
16544712,2008,48,37,0,0,0
16545101,2789,150,57,0,0,0
16545113,2373,139,83,0,0,0
16545179,2387,73,113,0,0,0
16545264,2732,123,67,0,0,0
16547252,1908,70,52,0,0,0
16547268,1570,38,33,0,0,0
16547281,2619,192,51,0,0,0
16547287,1459,40,43,0,0,0
16547292,2663,122,78,0,0,0
16547297,1948,61,59,0,0,0
16547306,450,0,0,0,0,0
16554856,1171,40,19,120,5,11
16560178,1410,95,0,1559,102,74
16561224,1384,71,0,925,27,22
16561284,1828,162,0,2902,193,73
16561429,0,0,0,1542,46,33
16561660,1242,29,6,738,3,16
16562142,1205,100,0,707,3,11
16571210,591,25,5,2045,81,0
16578252,972,42,58,1808,128,0
16586265,0,0,0,249,0,0
16588928,423,1,0,0,0,0
16594509,0,0,0,3090,192,66
16594752,4764,308,58,907,11,33
16595001,1053,16,66,0,0,0
16617920,606,8,24,2762,95,39
16625432,0,0,0,2581,93,33
16627773,3316,186,128,0,0,0
16627838,3819,224,186,0,0,0
16627861,2567,178,158,0,0,0
16627950,2564,110,62,0,0,0
16628000,953,17,9,0,0,0
16629757,2881,143,102,0,0,0
16629788,3586,184,189,0,0,0
16629886,248,4,13,914,32,9
16629931,2660,168,92,0,0,0
16630024,2883,186,91,0,0,0
16630264,3809,187,174,0,0,0
16630385,3688,224,205,0,0,0
16630479,1045,62,20,123,3,0
16630941,2550,189,150,0,0,0
16631114,2979,161,174,0,0,0
16631222,2012,94,65,0,0,0
16631248,2227,112,55,0,0,0
16635345,917,73,18,474,35,42
16636860,1345,64,20,0,0,0
16637377,2513,155,64,0,0,0
16645923,372,0,0,0,0,0
16651566,0,0,0,1164,19,30
16666673,0,0,0,722,22,20
16667306,1161,123,1,0,0,0
16667592,1368,89,0,0,0,0
16670540,1136,50,0,0,0,0
16671014,575,11,32,1418,104,0
16675987,1339,47,14,0,0,0
16676038,1673,100,34,0,0,0
16683646,0,0,0,409,0,0
16683802,0,0,0,242,0,0
16683883,1315,41,1,0,0,0
16683943,1024,17,2,0,0,0
16685117,633,37,50,461,17,0
16686371,2027,51,15,224,6,13
16690648,603,2,2,917,25,3
16691937,0,0,0,6892,501,168
16693923,2024,51,29,0,0,0
16698702,0,0,0,244,0,0
16698716,0,0,0,237,0,0
16698830,0,0,0,218,0,0
16699958,1127,41,80,4617,580,0
16709072,1069,67,49,1094,40,2
16713227,1079,17,0,398,0,2
16713231,405,2,0,1952,36,5
16714214,0,0,0,1482,76,26
16720240,0,0,0,3758,195,141
16735586,0,0,0,4540,382,114
16742642,1631,81,54,0,0,0
16753901,1705,96,0,537,17,36
16758011,599,42,17,4393,205,42
16782830,3837,403,37,0,0,0
16784307,149,0,1,1037,2,0
16797672,2792,486,52,1562,147,26
16799809,1920,86,13,443,8,14
16799939,2639,128,63,0,0,0
16823703,2022,163,72,4525,441,46
16838915,1660,69,28,0,0,0
16841026,0,0,0,2319,91,26
16846805,1319,136,30,3897,551,112
16846902,575,8,15,2511,64,44
16848475,3712,143,25,930,45,42
16848497,3855,161,31,689,11,32
16848587,2182,71,65,1148,19,67
16850888,0,0,0,3238,189,159
16851496,2512,242,4,0,0,0
16851577,1962,123,23,0,0,0
16851718,1950,115,50,0,0,0
16851791,3324,221,48,0,0,0
16852421,624,32,36,3444,230,52
16852589,1739,137,0,723,19,66
16852622,1463,96,0,0,0,0
16856369,1880,106,31,0,0,0
16856539,964,90,64,2648,238,34
16856617,1363,75,34,0,0,0
16863538,1474,35,26,0,0,0
16868923,3483,391,7,1004,47,43
16883909,2529,236,39,752,27,36
16884085,541,4,25,2867,124,14
16884962,0,0,0,696,21,23
16886842,1304,51,0,766,8,24
16906721,1880,55,25,0,0,0
16910799,1443,85,193,4077,355,0
16913476,1160,52,50,1392,54,2
16924423,524,35,29,1296,103,19
16928740,1650,75,1,0,0,0
16931001,1750,91,32,0,0,0
16933362,1530,104,69,0,0,0
16934932,603,10,27,1465,120,0
16935790,1172,32,2,829,27,28
16937395,1237,44,37,0,0,0
16937799,858,48,1,925,4,39
16937815,3029,110,58,0,0,0
16938723,635,0,0,0,0,0
16939375,2266,150,84,0,0,0
16939501,130,1,0,0,0,0
16947349,0,0,0,2415,107,58
16950097,1563,53,35,0,0,0
16950115,2318,216,53,0,0,0
16950121,2333,190,53,0,0,0
16950321,948,21,21,0,0,0
16950354,0,0,0,1729,71,0
16950391,0,0,0,658,0,0
16950404,0,0,0,590,0,0
16950443,0,0,0,1445,52,2
16950550,0,0,0,1531,94,0
16950736,0,0,0,640,0,0
16950767,0,0,0,1491,81,0
16950798,0,0,0,2861,171,24
16952642,1036,25,1,0,0,0
16952648,896,16,2,0,0,0
16952654,355,0,0,0,0,0
16952665,1029,31,5,0,0,0
17728586,65,0,0,0,0,0
17728605,509,32,6,0,0,0
17728622,38,0,0,0,0,0
17728627,35,0,0,0,0,0
17728632,800,12,14,0,0,0
17728637,157,0,0,0,0,0
17728642,94,0,0,0,0,0
17728647,126,0,0,0,0,0
17728657,78,0,0,0,0,0
17728667,113,0,0,0,0,0
17728672,65,0,0,0,0,0
17728677,73,0,0,0,0,0
17728682,112,1,0,0,0,0
17728690,149,0,0,0,0,0
17728695,1501,58,46,0,0,0
17728707,46,0,0,0,0,0
17728718,121,1,0,0,0,0
17728723,790,40,30,0,0,0
17728730,1123,63,15,0,0,0
17728737,49,0,0,0,0,0
17728742,27,0,0,0,0,0
17728747,110,0,0,0,0,0
17728756,110,0,0,0,0,0
17728761,74,0,0,0,0,0
17728766,74,0,0,0,0,0
17728771,58,0,0,0,0,0
17728776,42,0,0,0,0,0
17728781,644,32,33,0,0,0
17728793,37,0,0,0,0,0
17728798,35,0,0,0,0,0
17728803,85,0,0,0,0,0
17728809,32,0,0,0,0,0
17728814,20,0,0,0,0,0
17728819,17,0,0,0,0,0
17728824,37,0,0,0,0,0
17728852,246,0,0,0,0,0
17728857,258,0,0,0,0,0
17728879,28,0,0,0,0,0
17728896,776,17,5,0,0,0
17728902,24,0,0,0,0,0
17728907,26,0,0,0,0,0
17728922,2186,137,30,491,16,15
17728927,220,0,0,0,0,0
17728933,105,0,0,0,0,0
17728939,57,0,0,0,0,0
17728944,55,0,0,0,0,0
17728950,54,0,0,0,0,0
17728954,56,0,0,0,0,0
17728986,22,0,0,0,0,0
17728991,178,0,0,0,0,0
17470795,24,0,0,0,0,0
17472365,300,0,0,0,0,0
17473163,671,31,0,120,4,0
17475170,281,0,0,476,0,0
17475177,484,0,0,0,0,0
17475477,0,0,0,166,0,0
17476873,0,0,0,20,0,0
17476916,0,0,0,7,0,0
17476920,0,0,0,7,0,0
17476934,0,0,0,4,0,0
17476964,0,0,0,4,0,0
17476975,0,0,0,1,0,0
17484564,2495,113,52,0,0,0
17486011,147,0,0,0,0,0
17486039,291,0,0,0,0,0
17488886,920,20,12,0,0,0
17513284,1186,91,30,0,0,0
17519292,0,0,0,268,0,0
17519416,0,0,0,284,0,0
17519537,0,0,0,300,0,0
17519626,0,0,0,1677,139,4
17523403,0,0,0,217,0,0
17525174,0,0,0,5031,191,109
17529547,0,0,0,746,13,1
17535542,1019,32,52,1846,128,0
17537254,114,0,1,1094,46,0
17541953,392,4,15,1140,48,27
17543765,0,0,0,375,13,6
17544220,0,0,0,365,0,0
17544238,0,0,0,410,0,0
17544280,0,0,0,301,0,0
17544312,0,0,0,328,0,0
17544330,0,0,0,284,0,0
17545164,0,0,0,280,0,0
17545179,0,0,0,233,0,0
17545195,0,0,0,263,0,0
17545203,0,0,0,340,0,0
17545221,0,0,0,326,0,0
17545234,0,0,0,353,9,0
17545271,0,0,0,339,0,0
17545296,0,0,0,359,0,0
17545744,0,0,0,480,3,0
17545755,0,0,0,227,1,0
17545766,0,0,0,214,0,0
17545782,0,0,0,169,0,0
17545795,0,0,0,356,0,0
17545806,0,0,0,322,0,0
17545868,0,0,0,294,0,0
17545878,0,0,0,173,0,0
17545905,0,0,0,316,0,0
17315288,1810,106,33,602,31,33
17321919,384,29,0,109,2,2
17323054,521,47,58,1145,87,2
17324637,0,0,0,5382,212,82
17324711,511,1,1,2199,92,0
17326213,0,0,0,937,28,14
17326218,0,0,0,3555,285,63
17327188,0,0,0,1120,16,30
17328580,431,4,13,1500,24,15
17328632,0,0,0,3241,152,32
17330632,953,21,47,3062,176,9
17334530,2185,204,76,0,0,0
17335266,0,0,0,2184,78,58
17336347,506,13,19,1889,52,19
17340931,785,54,32,1646,108,24
17340955,1472,115,3,1697,50,64
17340973,0,0,0,2797,94,26
17343664,331,0,0,0,0,0
17351780,602,14,0,310,1,0
17352424,0,0,0,171,0,0
17352429,0,0,0,245,0,0
17352444,0,0,0,202,0,0
17352452,0,0,0,175,0,0
17352470,187,1,4,643,15,0
17352476,49,0,0,543,0,0
17352818,1226,6,1,167,4,0
17352824,1105,36,21,0,0,0
17353986,885,58,0,0,0,0
17354392,1940,69,27,599,13,24
17354403,909,33,6,0,0,0
17354414,1358,101,19,938,52,15
17354423,323,1,0,0,0,0
17355495,337,2,0,0,0,0
17355745,762,66,10,0,0,0
17355757,4086,560,53,793,49,37
17355860,0,0,0,844,18,32
17355864,574,18,19,1083,46,44
17355872,0,0,0,505,58,5
17355884,0,0,0,143,0,0
17355888,0,0,0,354,0,0
17355892,0,0,0,34,0,0
17356020,0,0,0,229,0,0
17356024,503,13,53,1296,115,0
17356442,1749,176,62,0,0,0
17356450,1365,99,44,0,0,0
17356454,611,34,8,0,0,0
17356467,525,33,9,0,0,0
17357979,1278,91,77,2471,263,2
17358864,651,68,0,324,16,22
17358891,1018,63,1,0,0,0
17728998,98,0,0,0,0,0
17729005,112,0,0,0,0,0
17729020,1196,51,17,426,11,24
17729029,22,0,0,0,0,0
17729056,27,0,0,0,0,0
17729062,52,0,0,0,0,0
17729073,32,0,0,0,0,0
17729078,53,0,0,0,0,0
17729088,4175,219,21,1320,21,44
17729105,64,0,0,0,0,0
17729110,1906,85,23,621,12,22
17729116,206,0,0,0,0,0
17729126,55,0,0,0,0,0
17729131,49,0,0,0,0,0
17729136,62,0,0,0,0,0
17729141,69,0,0,0,0,0
17729146,76,0,0,0,0,0
17729151,66,0,0,0,0,0
17729156,67,0,0,0,0,0
17729161,1675,89,20,0,0,0
17729167,1954,113,24,0,0,0
17729178,143,0,0,0,0,0
17729190,35,0,0,0,0,0
17729195,760,32,15,0,0,0
17729206,73,0,0,0,0,0
17729211,70,0,0,0,0,0
17729216,165,0,0,0,0,0
17729223,77,0,0,0,0,0
17729228,91,0,0,0,0,0
17729233,159,0,0,0,0,0
17729239,110,0,0,0,0,0
17729244,121,0,0,0,0,0
17729249,88,0,0,0,0,0
17729265,62,0,0,0,0,0
17729270,55,0,0,0,0,0
17729275,57,0,0,0,0,0
17729280,31,0,0,0,0,0
17729311,26,0,0,0,0,0
17729316,70,0,0,0,0,0
17729335,798,29,29,0,0,0
17729341,234,2,0,0,0,0
17729347,1173,24,23,0,0,0
17729357,86,1,0,0,0,0
17729370,76,0,0,0,0,0
17729381,142,0,0,0,0,0
17729387,249,1,0,0,0,0
17729394,166,3,0,0,0,0
17729410,855,35,26,0,0,0
17729418,502,13,6,0,0,0
17729424,962,22,15,0,0,0
17654634,0,0,0,3012,127,44
17654638,924,7,39,2200,104,26
17654645,245,7,8,1096,43,3
17654651,0,0,0,52,1,0
17654911,0,0,0,197,0,0
17654921,0,0,0,239,0,0
17654936,0,0,0,49,0,0
17654967,0,0,0,872,20,40
17654973,0,0,0,1088,7,15
17654991,809,1,31,1027,45,0
17655000,469,11,42,505,30,0
17656886,0,0,0,1057,53,1
17658562,0,0,0,47,0,0
17658602,997,5,32,1185,48,1
17658634,0,0,0,216,0,0
17658643,0,0,0,75,0,0
17658672,0,0,0,1084,37,26
17658847,0,0,0,47,0,0
17658857,0,0,0,27,0,0
17658863,0,0,0,34,0,0
17658884,0,0,0,1649,72,27
17658907,0,0,0,1620,45,53
17658927,0,0,0,1123,48,39
17658943,0,0,0,1738,37,52
17658948,704,10,32,1232,22,5
17658965,0,0,0,37,0,0
17658978,0,0,0,920,118,1
17659014,77,0,0,889,24,0
17659219,0,0,0,301,21,0
17660233,0,0,0,1464,50,16
17660999,0,0,0,46,0,0
17663944,0,0,0,1923,67,55
17671219,0,0,0,3542,230,54
17671375,0,0,0,2579,102,48
17679315,0,0,0,37,0,0
17680735,0,0,0,50,0,0
17680749,0,0,0,59,0,0
17680767,0,0,0,16,0,0
17680861,0,0,0,63,0,0
17680870,0,0,0,63,0,0
17696578,1633,81,40,0,0,0
17698681,0,0,0,315,0,0
17704333,0,0,0,50,0,0
17704655,0,0,0,46,0,0
17728546,44,0,0,0,0,0
17728556,37,0,0,0,0,0
17728561,63,0,0,0,0,0
17728566,106,0,0,0,0,0
17728571,215,5,2,0,0,0
17728581,190,0,0,0,0,0
17546995,0,0,0,271,0,0
17547011,0,0,0,191,0,0
17555058,0,0,0,780,0,0
17557183,0,0,0,370,0,0
17557234,0,0,0,146,0,0
17557290,882,32,18,782,22,34
17560205,0,0,0,515,0,0
17560221,0,0,0,530,2,0
17560864,0,0,0,454,0,1
17560904,0,0,0,197,0,0
17561974,0,0,0,53,0,0
17562001,0,0,0,423,0,1
17562037,0,0,0,272,1,0
17562074,0,0,0,207,0,0
17562098,0,0,0,366,3,0
17562128,0,0,0,150,0,0
17562172,0,0,0,17,0,0
17574013,795,14,15,0,0,0
17583465,0,0,0,517,0,0
17587452,0,0,0,705,22,36
17587710,0,0,0,682,17,25
17587726,0,0,0,892,89,0
17587730,0,0,0,801,56,0
17588623,1092,24,25,2478,102,46
17588631,173,0,0,344,0,0
17589475,161,2,3,842,23,0
17591442,0,0,0,3957,274,91
17591687,0,0,0,2212,59,21
17629147,0,0,0,300,0,0
17629156,0,0,0,234,0,0
17629170,0,0,0,298,0,0
17629213,0,0,0,1748,68,32
17634397,0,0,0,33,0,0
17634407,0,0,0,3,0,0
17634436,0,0,0,0,0,0
17639784,3210,273,56,743,44,38
17639824,0,0,0,1384,35,0
17641913,2475,120,38,0,0,0
17647621,741,5,15,1368,40,0
17653988,148,0,0,0,0,0
17654514,0,0,0,1198,99,0
17654519,0,0,0,498,29,0
17654560,0,0,0,11,0,0
17654576,0,0,0,98,0,0
17654585,0,0,0,136,0,0
17654592,0,0,0,77,0,0
17654597,0,0,0,52,0,0
17654612,0,0,0,67,0,0
17654617,542,3,15,1468,63,39
17654624,821,9,15,4543,237,38
17729431,50,0,0,0,0,0
17729436,50,0,0,0,0,0
17729441,118,1,2,0,0,0
17729449,360,3,0,0,0,0
17729458,68,0,0,0,0,0
17729814,68,0,0,0,0,0
17729822,222,0,0,0,0,0
17729864,341,2,1,0,0,0
17729881,98,0,0,0,0,0
17729888,1336,59,49,0,0,0
17729973,1463,62,11,1185,24,39
17730092,255,0,0,0,0,0
17730108,314,0,0,0,0,0
17730115,178,0,0,0,0,0
17730121,308,2,2,0,0,0
17730159,370,0,0,0,0,0
17731912,142,0,0,0,0,0
17731918,147,1,0,0,0,0
17731951,37,0,0,0,0,0
17731956,79,0,0,0,0,0
17731961,56,0,0,0,0,0
17731977,68,0,0,0,0,0
17731982,48,0,0,0,0,0
17732031,2167,104,32,1015,19,53
17732066,40,0,0,0,0,0
17732071,421,14,0,0,0,0
17732076,574,23,39,0,0,0
17732085,1352,100,36,0,0,0
17732203,106,1,0,0,0,0
17732214,163,1,1,0,0,0
17732223,153,0,0,0,0,0
17732231,47,0,0,0,0,0
17732251,45,3,0,0,0,0
17732256,836,82,0,0,0,0
17732270,1765,85,1,0,0,0
17732291,822,19,6,0,0,0
17732311,623,38,1,0,0,0
17732334,834,56,1,0,0,0
17732346,1342,119,27,0,0,0
17732426,1452,162,0,0,0,0
17732486,115,0,0,0,0,0
17732589,268,0,0,0,0,0
17732661,219,0,0,0,0,0
17732737,1382,69,9,0,0,0
17732791,697,28,6,0,0,0
17732858,121,0,0,0,0,0
17732864,139,0,0,0,0,0
17732880,116,0,0,0,0,0
17732900,242,0,0,0,0,0
17732966,73,0,0,0,0,0
17379121,0,0,0,55,0,0
17379283,0,0,0,180,2,0
17379298,0,0,0,487,31,0
17379360,128,5,2,931,18,0
17379372,1199,95,45,4085,229,66
17379420,756,7,29,1700,180,4
17380013,0,0,0,758,0,0
17380080,0,0,0,3124,131,83
17380092,94,1,7,1516,66,21
17380192,0,0,0,715,0,0
17380214,0,0,0,917,0,0
17380245,0,0,0,447,0,0
17380305,0,0,0,294,0,0
17380309,0,0,0,694,15,26
17380319,338,14,29,585,22,0
17380345,129,0,0,1036,82,0
17380464,0,0,0,37,0,0
17383068,0,0,0,72,0,0
17383431,883,59,45,0,0,0
17384874,537,28,27,2578,94,26
17390677,0,0,0,291,2,4
17390746,0,0,0,184,0,0
17390766,0,0,0,226,1,0
17390827,0,0,0,384,1,0
17390884,0,0,0,109,0,0
17414715,3750,261,97,0,0,0
17415321,199,5,1,0,0,0
17415439,830,32,40,3291,159,33
17420035,1301,57,28,0,0,0
17423125,200,7,0,0,0,0
17423412,2192,78,68,0,0,0
17425996,0,0,0,3337,225,89
17430685,2349,88,24,878,10,26
17434825,3128,160,23,1723,74,71
17435815,604,28,48,1102,45,0
17436919,0,0,0,531,0,0
17437048,0,0,0,488,0,0
17437719,0,0,0,3048,160,52
17437725,0,0,0,3373,134,59
17438424,762,29,55,3646,311,59
17448356,1798,78,64,0,0,0
17454636,2554,204,57,0,0,0
17454963,57,1,0,0,0,0
17455871,0,0,0,3944,167,67
17464168,1182,22,76,0,0,0
17466463,0,0,0,1052,23,30
17468727,1875,48,29,0,0,0
17470004,92,0,0,0,0,0
17470159,236,0,0,0,0,0
17470775,42,0,0,0,0,0
17110024,1075,47,0,921,6,27
17110189,1580,107,0,959,11,35
17110221,201,0,0,0,0,0
17114027,291,4,0,0,0,0
17123466,0,0,0,2139,99,9
17125520,949,54,36,2343,150,55
17132009,1300,22,55,2999,68,46
17140424,2478,336,5,0,0,0
17147410,3140,201,120,0,0,0
17147698,3719,431,43,0,0,0
17150791,2700,270,61,0,0,0
17165286,1960,124,45,0,0,0
17165429,1336,52,4,0,0,0
17165621,1468,82,10,399,12,28
17165711,574,39,42,3959,226,34
17165755,1208,166,0,187,1,10
17166682,0,0,0,2915,127,36
17170215,1446,65,15,0,0,0
17173852,2487,252,80,2042,161,0
17173922,2783,210,77,2206,178,1
17176767,3278,346,38,640,23,37
17176781,642,16,46,3194,303,29
17176808,3703,197,65,0,0,0
17176819,0,0,0,4330,208,59
17176866,2450,112,46,0,0,0
17176882,0,0,0,1826,45,51
17176911,3149,201,65,0,0,0
17176927,0,0,0,3713,264,67
17177005,1919,125,7,1306,60,51
17177103,3218,244,47,11,0,0
17177115,262,1,3,2499,211,37
17177419,1973,112,46,0,0,0
17192980,826,0,0,4,0,0
17193070,836,3,0,30,0,0
17223643,1854,62,39,0,0,0
17223685,1534,39,15,0,0,0
17224013,1664,56,21,0,0,0
17237305,1074,119,1,1099,70,46
17244655,1645,33,36,0,0,0
17247877,0,0,0,880,38,17
17276867,3926,366,33,910,33,49
17277623,2323,168,87,0,0,0
17278502,0,0,0,2367,77,20
17280216,2238,152,57,0,0,0
17295912,2268,110,6,2129,160,61
17297936,0,0,0,1828,54,33
17298108,0,0,0,1437,27,24
17300165,4703,387,53,1521,65,69
17304269,0,0,0,590,32,18
17306107,1088,50,0,666,29,23
19395500,2960,131,41,0,0,0
19395562,193,0,0,0,0,0
19395651,143,0,0,0,0,0
19395656,241,0,0,0,0,0
19395698,150,0,0,0,0,0
19395704,101,0,0,52,0,0
19396494,232,0,0,0,0,0
19396502,283,0,0,0,0,0
19396510,355,1,0,0,0,0
19396517,290,0,0,0,0,0
19402002,209,0,0,0,0,0
19402006,93,0,0,0,0,0
19402010,207,0,0,0,0,0
19404939,200,0,0,0,0,0
19404964,73,0,0,0,0,0
19422319,250,1,0,0,0,0
19428881,68,0,0,0,0,0
19433138,102,0,0,0,0,0
19437152,108,0,0,0,0,0
19437159,26,0,0,0,0,0
19470184,512,0,0,0,0,0
19508873,0,0,0,2431,139,18
19538646,61,0,0,0,0,0
19539229,40,0,0,0,0,0
19539248,21,0,0,0,0,0
19560124,57,0,0,0,0,0
19611917,2589,113,51,0,0,0
19701236,92,0,0,0,0,0
19701243,215,1,0,0,0,0
19785305,1161,49,15,0,0,0
19786464,598,23,37,1048,101,14
19806024,127,0,0,0,0,0
19806028,27,0,0,0,0,0
19807956,149,0,0,0,0,0
19810129,0,0,0,762,0,0
19810158,0,0,0,771,0,0
19813717,0,0,0,594,0,0
19822910,39,0,0,0,0,0
19835787,665,12,22,0,0,0
19851505,0,0,0,67,0,0
19851510,0,0,0,73,0,0
19857573,0,0,0,1725,51,33
19857577,0,0,0,1374,70,26
19880680,972,42,37,0,0,0
19880740,2179,77,73,0,0,0
19881737,1446,77,10,380,6,27
19884188,1105,49,13,536,13,23
19912660,0,0,0,327,0,0
19919566,1943,64,63,0,0,0
19929273,1452,26,32,0,0,0
19156025,0,0,0,2658,119,61
19166349,2144,113,50,0,0,0
19167389,1023,33,18,401,2,4
19175973,2083,138,20,382,16,10
19190681,0,0,0,1330,86,2
19193024,123,0,0,0,0,0
19193066,73,1,0,0,0,0
19268007,2722,118,15,631,23,17
19271710,1386,68,71,2823,416,0
19276024,0,0,0,2846,119,101
19298625,1658,108,0,140,0,1
19298644,1341,57,0,210,1,1
19352341,35,0,0,0,0,0
19352347,32,0,0,0,0,0
19352379,138,0,0,0,0,0
19352392,140,0,1,0,0,0
19352399,41,0,0,0,0,0
19352403,125,0,0,0,0,0
19352411,62,0,0,0,0,0
19357994,252,0,0,0,0,0
19358765,44,0,0,0,0,0
19359257,122,0,0,0,0,0
19359287,111,0,0,0,0,0
19361208,260,0,0,48,0,0
19361212,270,0,0,0,0,0
19361427,1515,100,0,0,0,0
19362116,64,0,0,0,0,0
19375019,0,0,0,438,0,0
19375103,267,0,0,482,0,0
19375118,202,0,0,409,0,0
19375183,224,0,0,412,0,0
19375188,0,0,0,366,0,0
19375193,205,0,0,386,0,0
19376548,379,0,0,0,0,0
19376559,421,0,0,0,0,0
19376564,451,0,0,43,0,0
19376569,379,0,0,4,0,0
19376581,469,0,0,146,0,0
19376664,0,0,0,368,0,0
19389324,126,0,0,0,0,0
19389329,61,0,0,0,0,0
19389333,136,1,0,0,0,0
19389343,90,0,0,0,0,0
19389347,77,0,0,0,0,0
19389353,87,0,0,0,0,0
19393720,165,0,0,78,0,0
19393736,121,0,0,21,0,0
19393740,134,0,0,97,0,0
19393744,124,0,0,70,0,0
19393756,99,0,0,72,0,0
19950281,0,0,0,1136,26,42
19989037,0,0,0,3293,114,40
20106468,433,5,26,2258,75,28
20139548,1381,81,3,322,0,0
20151537,1111,48,0,996,32,63
20172310,1156,78,21,0,0,0
20242957,0,0,0,595,29,6
20278329,0,0,0,3219,101,90
20343986,1527,92,50,0,0,0
20344845,0,0,0,1395,63,23
20370716,0,0,0,3256,165,45
20376769,435,1,0,110,0,0
20377309,402,0,0,0,0,0
20379247,870,23,0,929,5,36
20421224,1358,21,36,0,0,0
20443342,0,0,0,571,0,0
20443362,0,0,0,1581,56,15
20443420,743,10,14,3712,144,29
20443443,0,0,0,703,0,0
20443457,1151,52,142,4477,341,107
20443501,887,22,31,1828,88,12
20443505,0,0,0,698,9,17
20443544,0,0,0,1466,91,14
20443571,0,0,0,1475,70,26
20443598,1461,30,46,2450,72,9
