skeleton,n_treenodes_left,n_inputs_left,n_outputs_left,n_treenodes_right,n_inputs_right,n_outputs_right
8798010,2700,441,55,1125,152,28
8410627,0,0,0,3415,128,42
8801715,1736,51,1,1159,61,52
8801736,1452,69,5,1229,64,59
8802069,1916,100,61,0,0,0
8805521,0,0,0,595,0,0
8805777,0,0,0,4081,158,60
8809171,1801,74,50,0,0,0
8810141,1530,35,35,445,5,22
8812078,0,0,0,2473,76,35
8813113,0,0,0,3406,127,42
8814452,657,11,0,0,0,0
8814524,2198,97,15,0,0,0
8814922,0,0,0,2886,206,50
8821758,0,0,0,1243,37,13
8826198,327,2,47,1887,158,30
8835968,0,0,0,2966,163,74
8838927,2138,92,68,0,0,0
8840343,0,0,0,1472,64,18
8842220,0,0,0,2736,105,53
8847957,0,0,0,4851,219,53
8850802,0,0,0,4611,290,205
8864096,2372,142,78,0,0,0
8864778,1636,49,11,465,33,16
8864785,4148,377,34,785,32,42
8865199,2919,136,129,0,0,0
8877971,4120,298,60,0,0,0
8880781,0,0,0,2660,63,22
8884212,1762,94,30,0,0,0
8891315,0,0,0,3027,169,106
8892261,0,0,0,138,0,0
8893368,0,0,0,303,0,0
8912726,663,20,31,1380,87,4
8924186,0,0,0,2497,108,42
8932110,0,0,0,3054,150,57
8939384,516,5,8,3149,86,17
8942413,0,0,0,1242,42,12
8943031,0,0,0,273,0,0
8943298,0,0,0,223,0,0
8943485,0,0,0,1739,37,27
8951591,262,13,22,1600,48,22
8461082,935,16,32,5021,270,48
8469124,0,0,0,2517,79,38
8471817,0,0,0,2771,173,53
8480221,3999,221,70,0,0,0
8253620,4541,214,57,792,10,38
8509534,4535,358,56,0,0,0
8509987,0,0,0,2570,116,66
8513389,2827,173,125,0,0,0
8529400,1472,37,18,481,4,9
8539175,2630,157,53,701,0,0
8540770,2457,249,57,763,0,0
8542422,4991,377,102,657,0,0
8544824,0,0,0,1909,42,25
8546775,0,0,0,3573,197,62
8555954,0,0,0,418,3,0
8559525,0,0,0,4977,301,65
8559607,0,0,0,3441,191,108
8565131,0,0,0,6312,385,106
8566140,793,16,30,3546,163,51
8571259,1010,13,47,3174,125,29
8572353,869,18,46,4838,292,73
8573240,290,0,0,421,0,0
8574334,125,0,0,329,0,0
8575183,0,0,0,283,0,0
8582134,2019,67,35,0,0,0
8592501,0,0,0,2074,63,24
8640212,1191,35,41,0,0,0
8639662,941,64,32,0,0,0
8641784,0,0,0,3457,128,98
8670503,0,0,0,2668,83,31
8687096,1293,57,20,409,10,28
8689148,0,0,0,2697,132,57
8696919,0,0,0,1916,50,25
8697453,722,11,14,3417,158,32
8698941,0,0,0,2992,221,62
8704079,5285,479,96,0,0,0
8709865,0,0,0,2085,97,43
8710444,0,0,0,2227,171,43
8711574,0,0,0,4356,316,73
8712361,0,0,0,3953,323,63
8715940,0,0,0,2237,135,30
8717042,615,13,27,4103,251,36
8723267,0,0,0,2783,175,56
8723397,0,0,0,1766,50,9
8723983,946,22,1,0,0,0
8741619,0,0,0,2489,141,0
8752697,1434,70,80,3311,175,10
8755914,2214,125,2,0,0,0
8761400,0,0,0,607,7,0
8705088,0,0,0,2105,69,34
8953579,0,0,0,979,24,10
8954310,0,0,0,1704,75,5
8954684,0,0,0,1091,20,6
8954910,0,0,0,1045,30,21
8955607,0,0,0,891,29,26
8957325,0,0,0,2180,80,29
8970595,0,0,0,2793,135,39
8978117,0,0,0,2211,78,27
8979434,672,13,39,3542,194,49
8981761,0,0,0,2565,170,46
8993049,1976,79,39,871,49,38
8995807,0,0,0,855,24,46
8997281,0,0,0,2711,107,49
9006142,2913,160,2,0,0,0
9012340,0,0,0,1011,10,5
9015568,0,0,0,2689,125,30
9015745,2622,204,102,0,0,0
9034378,722,20,28,1838,54,8
9037152,1138,15,38,1330,50,1
9039416,0,0,0,2930,142,52
9078240,2995,161,50,0,0,0
9057043,1459,78,121,4630,517,0
9057998,1718,127,0,1550,61,48
9060993,0,0,0,1203,14,0
9061235,2358,160,50,0,0,0
9062992,1292,91,14,781,32,46
9064208,1788,124,24,904,50,70
9067063,987,12,39,1385,114,0
9068024,1402,69,54,1594,77,0
9068346,628,12,34,1370,90,0
9069084,1054,21,38,2049,140,1
9051500,0,0,0,3490,180,43
9072560,519,13,20,2171,93,1
9074101,893,22,44,3589,273,35
9077224,1336,35,57,1192,22,1
9078732,0,0,0,743,1,0
9083312,3350,383,0,676,26,8
9085808,0,0,0,1796,60,25
9091922,0,0,0,1482,28,50
7582489,3307,153,77,0,0,0
9094797,0,0,0,2226,47,19
9103271,0,0,0,671,0,0
9103710,770,14,19,2880,89,26
9103732,856,32,64,2711,190,3
9109799,3364,396,41,813,25,24
9116228,0,0,0,4390,387,94
9141404,6124,505,172,0,0,0
9154024,1678,76,60,0,0,0
9161929,0,0,0,3064,91,26
9177218,757,13,36,1646,52,2
9739780,3279,121,64,0,0,0
9741463,0,0,0,1579,55,16
9747418,2191,129,46,0,0,0
9750356,0,0,0,611,20,1
9753418,475,9,19,3531,189,39
9753494,492,12,21,2121,134,6
9753530,0,0,0,4173,277,1
9761454,0,0,0,4870,215,52
9766793,0,0,0,3775,218,173
9767705,244,8,19,974,14,9
9769559,0,0,0,235,0,0
9770016,0,0,0,136,0,0
9782026,0,0,0,590,3,0
9787592,680,12,10,0,0,0
9787859,885,31,3,0,0,0
9787933,1863,66,62,0,0,0
9792178,2467,118,15,1206,28,31
9795662,954,35,18,0,0,0
9796812,417,16,28,4200,213,207
9798791,840,10,27,5411,284,34
9800031,2734,115,60,0,0,0
9800178,0,0,0,2250,97,62
9806510,0,0,0,1781,53,32
9808146,0,0,0,2504,121,43
9809626,0,0,0,3011,149,100
9811608,234,6,13,2018,147,29
9813188,0,0,0,3165,168,96
9816042,0,0,0,670,0,0
9822593,1849,142,31,465,14,28
9841469,465,1,26,1505,24,28
9842000,1225,0,3,1697,119,0
9842383,972,42,7,0,0,0
9844278,495,0,0,0,0,0
9845997,0,0,0,1317,96,26
9847388,0,0,0,2551,145,48
9848760,1339,47,81,4855,344,32
9856062,808,4,9,2885,69,10
9856467,542,1,0,0,0,0
9864387,523,1,0,0,0,0
9864461,481,0,0,0,0,0
9864536,302,0,0,0,0,0
9870483,2217,121,1,913,25,52
9889095,0,0,0,2476,137,92
9897223,0,0,0,3444,215,96
9927082,1468,69,11,0,0,0
9940382,2373,79,58,0,0,0
9947504,268,0,0,0,0,0
9947805,358,0,0,0,0,0
9947921,431,0,0,0,0,0
9948089,324,0,0,0,0,0
8069365,1388,48,60,3880,244,30
9207332,2237,98,35,0,0,0
9201911,1807,77,22,0,0,0
9202326,806,7,26,4617,200,31
9212816,841,55,40,1377,142,1
9235545,1416,66,0,763,19,55
9235768,396,2,1,0,0,0
9236353,695,0,0,278,0,0
9236708,1380,89,2,1052,63,36
9237370,1090,25,0,597,25,30
9237734,1401,62,0,1156,27,64
9238937,2176,189,6,950,55,67
9239759,1306,31,25,515,15,13
9234420,497,11,13,3308,192,24
9241349,740,3,18,3946,177,19
8338584,2300,334,48,1152,143,28
9251793,1797,103,36,681,44,29
9252296,1959,135,29,435,33,26
9287199,0,0,0,2824,86,53
9287906,0,0,0,6190,350,104
9288827,954,43,32,1746,90,0
9289231,0,0,0,337,0,0
9294475,0,0,0,2766,112,45
9318513,618,2,0,0,0,0
9345728,0,0,0,452,0,0
9347019,0,0,0,469,1,0
9348984,2407,80,56,0,0,0
9351843,2064,74,33,0,0,0
9372642,1690,123,3,1074,0,1
9384504,1250,30,0,1320,76,48
9408003,2942,192,54,0,0,0
9409359,3950,380,62,0,0,0
9422291,1034,11,26,3661,181,16
9423829,3688,530,0,1960,106,124
9424902,4165,504,59,0,0,0
9428865,3152,150,107,0,0,0
9429085,813,41,23,0,0,0
9436520,589,30,30,0,0,0
9447255,2796,154,78,0,0,0
4570270,2145,109,24,0,0,0
7977834,0,0,0,3648,137,77
9457719,0,0,0,3182,216,54
4985759,2155,83,25,0,0,0
9469519,0,0,0,4277,430,65
9480916,1417,41,1,1272,18,70
9481869,1713,97,42,0,0,0
9488991,2208,58,27,821,6,43
9503414,2159,92,15,853,12,40
9503428,2081,91,10,287,11,8
9507904,0,0,0,3314,142,49
9508724,2556,157,26,724,20,26
9511772,0,0,0,1624,59,11
9513911,0,0,0,861,24,20
9517477,0,0,0,586,3,1
9519425,0,0,0,2436,88,60
9521722,0,0,0,1335,48,19
9524538,1868,79,11,815,12,26
9525492,0,0,0,2823,136,83
9527333,3589,197,42,905,16,44
9527522,2660,231,22,751,30,31
9530532,1061,15,26,5537,333,60
9531722,0,0,0,2581,135,69
9532295,0,0,0,1943,110,62
9565674,0,0,0,3777,125,37
9574259,0,0,0,1012,17,1
9577562,2346,79,18,1472,37,47
7971031,0,0,0,2368,104,51
9578602,0,0,0,1068,10,2
9583435,0,0,0,3468,189,94
9585013,870,45,29,3364,158,33
9585036,0,0,0,2746,86,45
9585145,402,14,23,2487,93,28
9589146,4718,296,74,0,0,0
9594273,1176,75,1,770,14,37
9604434,0,0,0,2215,59,42
9606354,0,0,0,410,1,1
9609048,0,0,0,2997,171,123
9612903,1210,95,1,1254,52,62
9621307,0,0,0,5128,166,55
4620453,0,0,0,2238,64,27
9637388,968,19,36,3751,192,26
9641919,0,0,0,2963,210,59
9643439,1007,17,17,3144,105,26
3347834,0,0,0,2413,125,53
7962986,0,0,0,3666,233,68
4228119,869,64,64,2741,221,17
4227831,299,13,12,2997,232,39
8370111,1379,27,54,1934,36,31
4229950,0,0,0,5748,387,254
4230739,0,0,0,3871,212,174
4414426,0,0,0,2507,130,69
4415241,0,0,0,5502,369,207
4663219,195,0,0,0,0,0
4785242,2904,141,37,0,0,0
5474852,3497,267,81,0,0,0
6554358,249,0,0,1349,66,9
5836197,0,0,0,3647,247,157
5835815,0,0,0,2722,168,69
5836387,0,0,0,3108,156,92
5836163,0,0,0,3370,222,176
9948629,297,0,0,51,0,0
9949160,312,0,0,0,0,0
9949223,345,0,0,79,0,0
9949264,340,0,0,213,0,0
9949348,217,0,0,0,0,0
9950404,200,0,0,0,0,0
9950816,449,1,0,114,0,0
9950950,251,0,0,0,0,0
9951197,272,0,0,0,0,0
9951753,74,0,0,0,0,0
9951917,67,0,0,0,0,0
9954202,390,0,0,0,0,0
9954298,560,0,0,0,0,0
9954421,781,1,0,0,0,0
9954547,819,0,0,0,0,0
9961098,1033,21,0,1398,75,52
9965610,2551,172,36,650,21,26
9971209,2123,75,34,0,0,0
9983191,2655,156,95,0,0,0
9983417,1849,61,20,0,0,0
10011972,505,0,0,0,0,0
10013517,0,0,0,2856,122,59
10014485,454,0,0,0,0,0
10015661,385,0,0,0,0,0
10017661,843,7,1,0,0,0
10017669,245,0,0,0,0,0
10017683,380,0,0,0,0,0
10017804,1047,33,0,0,0,0
10017931,1324,11,0,0,0,0
10017944,1384,33,2,1505,65,47
10017968,542,1,0,0,0,0
10018150,1298,42,0,0,0,0
10018161,471,2,0,173,2,2
10018260,2980,204,53,2165,144,71
10056280,0,0,0,4215,249,224
10059655,1953,103,21,45,0,0
10079731,0,0,0,3080,129,32
10100020,2869,120,35,595,10,34
10119916,1047,45,64,5806,501,65
10138514,0,0,0,309,0,0
10160250,439,0,0,2434,60,82
10163418,1245,55,39,4037,365,38
10167078,0,0,0,2949,160,72
10167116,0,0,0,496,4,1
10169396,0,0,0,2277,90,31
10198121,0,0,0,3083,145,28
10202724,1790,94,53,678,22,39
10209260,1935,168,42,0,0,0
10221622,0,0,0,281,3,0
10229852,1021,19,1,439,17,42
9291437,742,18,30,1867,59,9
9291474,0,0,0,2582,77,29
9539868,0,0,0,4155,254,116
6133702,0,0,0,3021,142,46
8877158,3494,330,22,902,27,42
5453333,3786,280,58,0,0,0
7540581,2533,158,73,0,0,0
7840791,0,0,0,7298,754,151
8496618,137,0,5,2327,277,27
3299214,1292,186,0,3603,396,68
7897469,0,0,0,3459,264,55
7901791,3895,306,82,1381,117,50
4617479,587,33,38,5019,356,42
4127911,0,0,0,1337,27,13
4127975,0,0,0,434,0,0
4127984,0,0,0,321,0,0
4127993,0,0,0,274,0,0
4128002,701,17,24,1812,66,30
6702830,2420,144,84,0,0,0
1924051,501,7,1,0,0,0
992646,211,5,0,0,0,0
5134110,749,19,34,3671,192,35
5169587,2558,173,19,1032,64,61
5186443,2136,87,34,0,0,0
5321459,3924,304,92,610,0,0
5326407,542,16,30,2501,74,39
9072237,2221,74,33,552,13,39
7980189,1091,87,69,4917,788,4
7838405,0,0,0,2827,172,73
3157405,2774,175,6,1328,74,83
9567051,3497,222,113,0,0,0
2921933,0,0,0,3003,131,84
3565102,0,0,0,588,3,2
4401350,3834,697,65,0,0,0
4473922,1238,100,64,3814,341,15
7057894,4170,431,66,1109,118,70
5478818,0,0,0,429,6,0
6451332,4235,271,59,1221,27,60
9606496,0,0,0,3024,85,27
7840203,0,0,0,3056,168,104
9689371,0,0,0,421,0,0
9696888,549,0,0,0,0,0
9698215,806,1,1,73,0,0
9698907,0,0,0,4390,141,51
9707941,0,0,0,2718,116,50
9714476,797,34,0,1424,100,46
9718223,338,7,8,146,5,5
9720614,0,0,0,4563,232,69
9724693,0,0,0,2511,58,103
9730873,0,0,0,2658,139,62
10234576,1015,54,34,0,0,0
10237401,1518,62,11,0,0,0
10238739,1056,44,29,0,0,0
10240382,781,34,25,0,0,0
10243430,329,0,0,0,0,0
10246566,0,0,0,1462,31,8
10248031,1377,43,1,1135,30,39
10248075,239,1,1,724,1,0
10256254,0,0,0,219,0,0
10259967,0,0,0,3053,139,72
10263287,0,0,0,206,0,0
10265010,470,0,2,0,0,0
10269309,521,0,0,22,0,0
10276161,361,3,22,4685,262,57
10281116,2794,249,0,925,25,63
10282065,3330,173,23,792,9,36
10282203,517,4,0,0,0,0
10284042,561,3,0,0,0,0
10287315,643,1,10,2067,88,0
10293348,0,0,0,2098,127,37
10297957,519,0,0,0,0,0
10302790,0,0,0,198,0,0
10303172,0,0,0,515,1,0
10316044,258,0,0,0,0,0
10317031,1512,32,19,788,24,25
10319019,1590,34,60,2512,98,1
10323628,1938,109,31,1179,23,52
10329208,1487,112,2,686,0,0
10339991,0,0,0,3651,286,16
10340880,0,0,0,3903,234,50
10343101,254,21,12,1586,67,9
10345590,2869,119,74,0,0,0
10351681,1077,30,55,3161,300,2
10355356,1774,50,41,0,0,0
10358617,470,5,0,0,0,0
10367190,0,0,0,2856,87,61
10378182,1681,35,9,90,1,0
10381874,588,0,0,76,0,0
10382686,2091,89,10,667,4,17
10382824,1502,34,22,0,0,0
10400440,1760,73,40,0,0,0
10403609,1232,21,31,2671,123,14
10404842,622,0,0,71,0,0
10408280,299,0,0,0,0,0
10411574,1688,209,4,259,7,17
10414455,406,0,0,0,0,0
10418394,1159,34,0,666,0,0
10425159,0,0,0,328,0,0
10425567,0,0,0,288,0,0
10425974,0,0,0,401,0,0
10426321,0,0,0,399,0,0
10427055,3029,140,58,0,0,0
10428966,537,0,0,0,0,0
10447988,1590,51,1,950,18,47
10449035,1434,30,8,664,9,23
10450307,554,1,0,0,0,0
10454247,384,4,2,0,0,0
10455234,2290,81,21,0,0,0
10459723,1671,104,0,725,0,0
10466429,416,1,0,0,0,0
10473853,1158,41,59,0,0,0
10495502,0,0,0,4217,316,41
10523825,2174,114,48,0,0,0
10527147,1518,45,0,377,0,1
10533010,268,0,0,0,0,0
10540188,2981,144,69,0,0,0
10543751,3359,287,67,0,0,0
10553248,2301,276,25,515,0,7
10555409,3509,273,85,0,0,0
10562950,55,0,0,0,0,0
10563755,1364,37,0,690,0,0
10568310,2337,87,12,524,18,9
10577349,551,1,0,127,0,0
10581624,3382,246,30,0,0,0
10583715,2719,119,11,1089,25,33
10596949,2653,115,48,0,0,0
10600188,2249,87,26,1146,28,66
10609443,1805,80,15,0,0,0
10612094,3748,325,21,1353,46,78
10612630,560,8,33,1772,43,40
10617840,0,0,0,2522,90,71
10627239,648,11,37,3325,141,42
10658673,1831,72,18,619,7,16
10660512,0,0,0,2060,75,20
10663559,0,0,0,1740,68,9
10673895,2994,363,87,3770,307,1
10681487,0,0,0,2325,68,38
10682411,0,0,0,3089,113,53
10682660,2292,230,33,1156,95,62
10683313,0,0,0,1831,62,66
10684539,0,0,0,2666,104,41
10697719,340,1,0,0,0,0
10700500,223,0,0,0,0,0
10702736,3880,344,75,0,0,0
10710503,2240,135,32,333,16,19
10711658,186,0,0,0,0,0
10712085,610,0,0,24,0,0
10714438,562,0,0,7,0,0
10714526,2116,108,6,1159,7,27
10716080,1641,50,13,667,10,4
10945581,475,19,41,2679,80,33
10945795,0,0,0,2075,85,0
10946002,372,17,26,1333,48,6
10947427,455,0,4,1630,82,0
10948093,253,0,0,0,0,0
10955244,1483,56,11,236,2,8
10958210,2892,139,48,0,0,0
10959064,0,0,0,1338,23,32
10961507,703,24,0,0,0,0
10961772,459,0,0,0,0,0
10964258,1488,184,1,975,97,66
10974309,89,0,0,0,0,0
10982951,2853,146,26,734,21,21
10986253,0,0,0,2943,93,44
10993782,462,2,0,76,0,0
10993787,541,0,0,43,0,0
10994942,517,0,0,19,0,0
10995187,399,0,0,0,0,0
11003551,2244,123,51,0,0,0
11003660,2813,168,66,0,0,0
11003696,1393,28,16,0,0,0
11003707,2337,102,74,0,0,0
11004239,2986,201,14,1358,52,65
11007420,978,20,28,0,0,0
11009492,630,7,19,0,0,0
11011058,2142,110,40,0,0,0
11013351,1983,205,18,611,24,29
11013583,827,14,0,131,0,0
11017761,5027,566,131,0,0,0
11018254,3934,486,41,412,5,37
11020594,296,0,0,0,0,0
11021999,416,0,0,40,0,0
11022546,1173,45,43,0,0,0
11022929,268,0,0,0,0,0
11027071,2700,93,52,0,0,0
11029359,919,60,21,0,0,0
11029851,719,9,22,5142,379,47
11030926,147,0,0,0,0,0
11032107,132,0,0,0,0,0
11037238,2683,153,33,930,27,45
11050498,560,8,23,820,19,6
11051276,0,0,0,3304,251,76
11051740,4499,358,72,0,0,0
11055480,1291,62,38,0,0,0
11067379,1817,74,55,0,0,0
11073313,1004,33,27,0,0,0
11079069,1270,40,19,0,0,0
11081239,870,8,33,4860,257,58
11084320,2350,191,49,689,20,34
11085317,516,0,0,286,0,0
10725068,0,0,0,6085,290,95
10728318,1378,32,8,678,9,4
10728323,2066,74,1,0,0,0
10728328,1895,132,0,1516,124,0
10728333,2531,214,4,1937,169,0
10739296,0,0,0,704,25,21
10756813,1349,63,18,0,0,0
10758204,2436,189,43,830,53,29
10760217,1221,45,13,203,4,7
10764796,108,0,0,0,0,0
10766722,1317,29,16,0,0,0
10768709,416,9,17,3501,173,45
10781924,1179,51,46,2314,125,58
10784285,927,24,17,1591,59,0
10785260,908,20,39,1863,101,0
10792336,1693,56,12,406,15,17
10792617,1719,106,6,450,22,25
10794801,0,0,0,350,0,0
10797407,2052,60,32,699,15,30
10809383,524,0,0,4152,287,98
10827212,0,0,0,3547,209,54
10842047,1772,33,14,414,9,22
10842099,1536,61,43,659,16,39
10855798,0,0,0,1508,24,24
10865025,3255,321,52,761,53,24
10870424,601,3,27,1451,57,17
10872426,2546,124,52,648,9,59
10874769,1969,49,43,647,4,26
10875178,649,13,51,1944,104,4
10875625,2622,263,41,727,38,43
10877689,0,0,0,3079,112,34
10878170,340,0,0,0,0,0
10880408,2246,149,8,521,8,57
10882750,579,9,47,1957,102,34
10885466,2637,159,25,423,14,18
10888799,502,0,0,0,0,0
10891371,177,0,0,0,0,0
10893103,3704,201,70,0,0,0
10903519,284,0,0,0,0,0
10915553,1516,48,1,0,0,0
10918898,1603,139,47,0,0,0
10919351,358,0,0,0,0,0
10921106,996,84,0,80,0,0
10922020,2454,74,22,1340,22,49
10922465,171,0,0,0,0,0
10922928,1733,76,42,965,51,42
10924217,311,0,0,0,0,0
10944822,0,0,0,2327,71,30
10945111,0,0,0,2072,101,0
10945119,0,0,0,641,0,0
12345237,0,0,0,169,0,0
12345792,0,0,0,420,0,0
12346676,0,0,0,426,0,0
12347886,0,0,0,463,0,0
12356747,1504,55,34,0,0,0
12360656,1484,26,36,0,0,0
12361947,431,0,0,136,0,0
12362682,0,0,0,917,0,0
12364717,2420,188,24,645,20,43
12365683,189,0,0,0,0,0
12366224,1240,53,25,0,0,0
12366640,1126,45,18,0,0,0
12367135,533,8,3,0,0,0
12367292,0,0,0,384,0,0
12367466,0,0,0,360,0,0
12367568,1698,109,27,0,0,0
12371688,1745,51,13,289,1,11
12372419,198,2,0,0,0,0
12385468,138,1,0,0,0,0
12387154,1937,107,45,0,0,0
12389097,803,56,51,0,0,0
12390459,2893,138,53,0,0,0
12398622,2424,173,58,0,0,0
12420377,1227,15,20,0,0,0
12420898,2016,97,32,0,0,0
12422147,807,9,34,1054,27,2
12422355,524,4,19,1898,47,36
12424328,2385,83,74,0,0,0
12424940,6055,470,43,1473,67,49
12425856,1464,24,56,0,0,0
12445523,608,0,0,0,0,0
12446997,964,0,0,0,0,0
12449484,545,0,0,0,0,0
12452356,1503,26,11,0,0,0
12473325,0,0,0,358,0,0
12474032,132,0,0,366,0,0
12474164,675,2,24,2252,180,2
12474815,817,29,47,1033,32,0
12475432,5751,516,91,1198,115,41
12476851,2815,176,61,0,0,0
12477165,390,1,0,0,0,0
12478620,2235,75,55,0,0,0
12479019,1776,82,53,0,0,0
12488233,521,0,0,0,0,0
12494383,540,0,0,0,0,0
12498192,472,0,0,0,0,0
12498338,3493,214,68,0,0,0
12500843,2473,85,33,0,0,0
12509506,1446,49,34,0,0,0
12530013,401,0,0,0,0,0
11905911,42,0,0,821,44,0
11908619,989,38,0,670,14,31
11909406,713,20,26,1981,178,13
11934107,1937,46,27,601,6,16
11934261,2112,96,37,0,0,0
11946903,741,15,25,1456,64,14
11986594,1647,41,16,690,14,22
12000033,1454,58,0,0,0,0
12026822,0,0,0,1017,11,0
12030078,0,0,0,2138,70,1
12031406,1097,34,66,2316,173,1
12032517,0,0,0,475,0,0
12049797,1330,62,17,2924,182,29
12089601,1393,27,9,0,0,0
12121795,1934,48,17,710,17,25
12122924,1016,34,80,2506,124,14
12138418,3645,281,90,0,0,0
12195879,2369,82,13,1175,21,33
12204331,0,0,0,318,0,0
12204694,70,0,0,379,0,0
12205963,137,0,0,442,0,0
12206139,38,0,0,495,0,0
12207291,260,0,0,358,0,0
12207495,153,0,0,533,0,0
12208050,140,0,0,314,0,0
12208798,0,0,0,311,0,0
12217572,2797,120,63,0,0,0
12225666,4399,317,58,0,0,0
12233237,3211,222,58,0,0,0
12252572,1629,33,19,0,0,0
12256567,252,0,0,310,0,0
12262871,0,0,0,571,0,0
12262910,2208,241,29,682,36,31
12273754,2530,128,11,655,8,31
12279909,2551,154,55,0,0,0
12279941,1884,82,40,0,0,0
12281339,2255,112,31,437,26,16
12283795,0,0,0,480,0,0
12289177,0,0,0,514,0,0
12290287,0,0,0,567,0,0
12293334,2630,136,45,0,0,0
12299621,3885,283,26,1004,83,57
12299647,2320,108,27,554,12,24
12299704,2616,74,33,401,7,19
12299805,3195,162,39,0,0,0
12300089,2667,154,51,0,0,0
12325227,2799,131,50,0,0,0
12335381,0,0,0,302,0,0
12336493,2278,83,53,464,0,0
12343219,0,0,0,288,0,0
13217922,0,0,0,375,0,0
13218289,0,0,0,510,1,0
13234578,0,0,0,153,0,0
13234841,0,0,0,160,2,0
13235092,0,0,0,189,0,0
13235454,203,1,0,265,0,0
13237321,91,1,0,291,0,0
13238159,0,0,0,340,0,0
13239550,0,0,0,352,0,0
13241784,0,0,0,136,0,0
13242252,0,0,0,1693,27,25
13242336,0,0,0,3609,78,51
13313410,432,24,8,0,0,0
13340343,316,0,0,329,0,0
13341065,124,0,0,540,3,0
13341456,0,0,0,301,0,0
13344109,0,0,0,139,0,0
13345002,0,0,0,285,0,0
13358515,0,0,0,605,21,23
13362478,0,0,0,461,1,0
13364562,0,0,0,182,0,0
13365464,740,24,22,3870,223,25
13369670,0,0,0,3316,139,105
13370624,608,23,22,665,15,28
13380660,2205,140,10,0,0,0
13389208,0,0,0,576,2,0
13395814,1804,56,31,0,0,0
13405613,0,0,0,2514,142,53
13407007,0,0,0,480,0,0
13410103,0,0,0,599,0,0
13410891,0,0,0,734,2,0
13411388,0,0,0,410,6,0
13411394,987,22,20,3209,130,13
13411400,0,0,0,288,0,0
13411445,0,0,0,3866,207,49
13411525,0,0,0,2181,106,59
13422280,2183,78,0,165,0,0
13429045,0,0,0,2670,126,36
13451589,169,6,1,597,3,0
13454509,0,0,0,448,0,0
13457547,0,0,0,409,0,0
13530806,0,0,0,194,0,0
13535380,486,1,1,1410,82,2
13535387,534,0,0,869,18,1
13556524,0,0,0,581,0,2
13557064,804,116,7,2686,278,0
13560962,112,0,0,431,0,0
13564607,0,0,0,4727,270,26
13580849,0,0,0,603,8,2
13589251,0,0,0,3288,164,49
11094115,181,0,0,0,0,0
11095260,353,1,0,0,0,0
11102156,620,39,45,2016,150,30
11123016,2022,63,26,0,0,0
11126336,170,0,0,397,0,0
11135340,3066,184,75,0,0,0
11137808,0,0,0,3164,176,47
11144258,1974,100,47,0,0,0
11146422,2324,99,86,0,0,0
11157622,324,1,0,2033,55,38
11178891,1013,19,34,3466,233,27
11179035,0,0,0,791,2,0
11184236,0,0,0,1160,30,39
11190385,237,0,0,0,0,0
11190781,378,0,0,0,0,0
11190809,394,0,0,0,0,0
11192283,1140,4,1,0,0,0
11193510,2569,98,48,0,0,0
11195708,1688,79,11,0,0,0
11197975,2085,88,21,0,0,0
11210000,1365,29,74,5211,307,60
11215773,0,0,0,382,1,0
11216417,2477,167,35,699,49,54
11217208,1223,33,17,0,0,0
11229136,883,47,16,0,0,0
11234536,452,12,20,2756,157,56
11248536,125,5,5,1240,68,22
11257084,4826,446,76,551,41,37
11261332,606,7,11,1709,41,0
11263687,3945,175,35,626,10,19
11271082,283,4,18,1674,93,16
11278919,807,22,25,2043,132,21
11279244,0,0,0,2496,200,55
11286854,947,23,24,0,0,0
11291653,2335,138,34,596,15,21
11303036,1941,71,48,676,6,26
11306294,952,16,21,2706,118,22
11311591,401,0,0,0,0,0
11313556,669,1,0,0,0,0
11329998,3579,200,23,730,17,35
11333054,1754,47,56,0,0,0
11348509,4817,224,67,0,0,0
11356523,693,16,35,3209,227,20
11359482,587,19,29,1695,55,0
11361875,1062,22,72,892,58,0
11362334,579,33,51,1612,116,26
11362589,948,19,99,1059,25,0
11389855,1910,65,30,670,26,41
11409587,1949,165,2,1784,62,72
11460897,0,0,0,565,4,0
12532127,15,0,0,451,0,0
12532152,33,0,0,543,0,0
12546782,23,0,0,792,1,0
12548756,709,11,20,4299,199,31
12549053,0,0,0,194,0,0
12549257,0,0,0,591,0,0
12551020,2941,192,29,1140,22,31
12570095,0,0,0,407,2,0
12570525,0,0,0,174,0,0
12585379,2552,93,60,0,0,0
12587013,3143,154,36,0,0,0
12598741,2351,197,62,0,0,0
12612426,549,0,0,1972,71,48
12615701,0,0,0,333,2,0
12617396,2933,119,69,0,0,0
12618333,0,0,0,320,0,0
12634154,1538,101,0,734,0,0
12654063,1285,17,22,0,0,0
12667895,4170,214,94,0,0,0
12670738,2668,123,46,0,0,0
12701593,0,0,0,322,1,0
12702367,0,0,0,227,0,0
12702656,0,0,0,218,0,0
12703528,0,0,0,221,0,0
12704069,565,36,46,4838,342,21
12704360,0,0,0,1815,76,2
12704599,0,0,0,358,0,0
12726582,4255,257,177,0,0,0
12727225,1058,0,0,0,0,0
12745233,0,0,0,585,2,0
12745771,3229,137,72,0,0,0
12746220,0,0,0,1680,67,29
12747607,0,0,0,621,2,0
12749099,0,0,0,291,0,1
12751130,0,0,0,433,0,0
12755280,0,0,0,358,0,0
12782494,2224,92,16,423,8,24
12789813,2939,263,21,0,0,0
12813847,0,0,0,4305,298,88
12832017,1984,84,53,0,0,0
